,molecule_chembl_id,IC50,units,smiles,pIC50,ro5_fulfilled
272,CHEMBL2031149,2.0,nM,COCC(=O)N[C@@H](Cc1ccc(F)cc1)[C@H](O)CN[C@H]1C[C@]2(C[C@H](O)C2)Oc2ncc(CC(C)(C)C)cc21,8.698970004336019,True
273,CHEMBL266566,2.0,nM,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1cccc(O)c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,8.698970004336019,True
274,CHEMBL2031145,2.0,nM,CC(=O)N[C@@H](Cc1cccc(F)c1)[C@H](O)CN[C@H]1C[C@]2(C[C@H](F)C2)Oc2ncc(CC(C)(C)C)cc21,8.698970004336019,True
275,CHEMBL290001,2.0,nM,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,8.698970004336019,False
276,CHEMBL231861,2.0,nM,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(OC)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,8.698970004336019,True
277,CHEMBL2030994,2.0,nM,CC(=O)N[C@@H](Cc1cccc(F)c1)[C@H](O)CN[C@H]1C[C@]2(C[C@@H](F)C2)Oc2ncc(CC(C)(C)C)cc21,8.698970004336019,True
278,CHEMBL247416,2.0,nM,CC1CC1CNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)CCC(F)(F)F)cc(N(C)S(C)(=O)=O)n1,8.698970004336019,True
281,CHEMBL400530,2.0,nM,CCCN(c1cc2cc(c1)C(=O)N[C@@H](c1ccccc1)CCc1cccc(c1)C[C@@](C)(N)C(=O)OC2)S(C)(=O)=O,8.698970004336019,True
282,CHEMBL230245,2.0,nM,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](N)CF)cc(NC[C@H]2C[C@@H]2C)n1,8.698970004336019,True
287,CHEMBL2151237,2.0,nM,CC(=O)N[C@@H](Cc1ccc(F)c(F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,8.698970004336019,True
288,CHEMBL4464845,2.0,nM,Cc1cc(Cl)cnc1C(=O)Nc1ccc(F)c([C@@]2(C)N=C(N)[C@]3(C)CC[C@H]2S3(=O)=O)c1,8.698970004336019,True
289,CHEMBL397275,2.0,nM,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(CC)c2)c1,8.698970004336019,False
290,CHEMBL3680861,2.0,nM,C[C@]1(c2cc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)N=C(N)OC[C@@H]1F,8.698970004336019,True
293,CHEMBL3680859,2.0,nM,C[C@]1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)N=C(N)OC[C@@H]1F,8.698970004336019,True
294,CHEMBL4067413,2.0,nM,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cncnc3)ccc1C[C@@]21CC[C@H](OC)[C@@H](CC)C1,8.698970004336019,True
295,CHEMBL3680890,2.0,nM,C[C@]1(F)COC(N)=N[C@]1(C)c1cc(NC(=O)c2ncc(Cl)cc2Cl)ccc1F,8.698970004336019,True
296,CHEMBL3680860,2.0,nM,C[C@]1(c2cc(NC(=O)c3ncc(Cl)cc3F)ccc2F)N=C(N)OC[C@@H]1F,8.698970004336019,True
297,CHEMBL2347208,2.0,nM,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,8.698970004336019,True
299,CHEMBL3680891,2.0,nM,C[C@]1(F)COC(N)=N[C@]1(C)c1cc(NC(=O)c2nn(C(F)F)cc2Cl)ccc1F,8.698970004336019,True
301,CHEMBL4796231,2.0,nM,C[C@@]1(c2cc(NC(=O)c3cnc(C#N)cn3)ccc2F)C[S@@]2(=O)=NCC(F)(F)CN2C(N)=N1,8.698970004336019,True
302,CHEMBL3354688,2.0,nM,CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,8.698970004336019,True
303,CHEMBL3980484,2.0,nM,Cc1cn(C(F)F)nc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1,8.698970004336019,True
304,CHEMBL3261068,2.0,nM,Cc1cc(C#N)cnc1C(=O)Nc1cc([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c(F)cn1,8.698970004336019,True
305,CHEMBL4573881,2.0,nM,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS3(=O)=NCCCCN3C(N)=N2)c1,8.698970004336019,True
306,CHEMBL511110,2.0,nM,COC[C@H]1CCCN1C(=O)c1cncc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)c1,8.698970004336019,True
307,CHEMBL451950,2.0,nM,COC[C@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCN(Cc3ccccc3)C2=O)c1,8.698970004336019,True
308,CHEMBL3680858,2.0,nM,C[C@]1(c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)N=C(N)OC[C@@H]1F,8.698970004336019,True
309,CHEMBL558488,2.0,nM,CC(C)c1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1C[C@H](C)CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N1)CC(C)(C)O2,8.698970004336019,False
310,CHEMBL595136,2.0,nM,CCCS(=O)(=O)N(C)c1cc2cc(c1)C(=O)N[C@H]([C@H](O)CNC1(c3cccc(C(C)C)c3)CC1)Cc1cccc(c1)OCCCCN2,8.698970004336019,False
311,CHEMBL4779386,2.0,nM,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(S(C)(=O)=O)C[C@@H]12,8.698970004336019,True
312,CHEMBL539973,2.0,nM,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)cc(C(C)O)c1,8.698970004336019,True
313,CHEMBL2407490,2.0,nM,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCn3cc(cc(N4CCCC4)c3=O)C(=O)N1)CC1(CCC1)O2,8.698970004336019,False
316,CHEMBL3658356,2.0,nM,COCCN1C(=O)[C@]2(N=C1N)c1cc(C#N)ccc1C[C@@]21CC[C@H](OC)[C@@H](C)C1,8.698970004336019,True
317,CHEMBL4083698,2.0,nM,CC(C)NCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F,8.698970004336019,True
318,CHEMBL2177308,2.1,nM,NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2ccccc21,8.67778070526608,True
319,CHEMBL4112850,2.1,nM,COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1[C@]21N=C(N)N(C)C1=O,8.67778070526608,True
320,CHEMBL4456863,2.1,nM,COC[C@]12C[C@H]1[C@@](C)(c1cc(NC(=O)c3ccc(Cl)cn3)cc(F)c1F)N=C(N)S2,8.67778070526608,True
321,CHEMBL2151240,2.1,nM,CC(=O)N[C@@H](Cc1ccc(F)c(OC(F)(F)F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,8.67778070526608,False
322,CHEMBL3939410,2.1,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(C(F)(F)F)c3)cc1[C@@]21N=C(C)C(N)=N1,8.67778070526608,True
324,CHEMBL3673208,2.19,nM,COC1CCC2(CC1)Cc1ccc(-c3cccc(OC(F)(F)F)c3)cc1C21N=C(N)N2CCON=C21,8.659555885159882,True
325,CHEMBL4574605,2.2,nM,C[C@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)O[C@@H]2CCCC(F)(F)[C@@H]21,8.657577319177793,True
328,CHEMBL3929159,2.2,nM,COc1cc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)cc(C#N)c1F,8.657577319177793,True
331,CHEMBL4565391,2.2,nM,C[C@@]1(S(C)(=O)=O)CC[C@@](CF)(c2cc(NC(=O)c3ccc(OCF)cn3)ccc2F)N=C1N,8.657577319177793,True
336,CHEMBL3907727,2.2,nM,COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,8.657577319177793,True
337,CHEMBL3965844,2.3,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(Cl)c3)cc1C21N=C(C)C(N)=N1,8.638272163982407,True
339,CHEMBL3806215,2.3,nM,Cc1noc(C)c1[C@@H]1C[C@@](C)(c2cc(F)cc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)S1,8.638272163982407,True
348,CHEMBL2151235,2.4,nM,CC(=O)N[C@@H](Cc1cccc(C(F)(F)F)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,8.619788758288394,False
349,CHEMBL2151241,2.4,nM,CC(=O)N[C@@H](Cc1ccc(F)c(C#N)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,8.619788758288394,True
350,CHEMBL4575752,2.4,nM,C[C@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)N=C(N)S[C@@]2(CO)C[C@H]21,8.619788758288394,True
351,CHEMBL3902640,2.4,nM,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1,8.619788758288394,True
353,CHEMBL4636350,2.5,nM,NC1=N[C@@]2(c3cc(NC(=O)c4cnc(OCF)cn4)ccc3F)CO[C@@H](CF)C[C@H]2CC1(F)F,8.602059991327963,True
354,CHEMBL3927408,2.5,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ccc(F)c(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1,8.602059991327963,True
355,CHEMBL1821815,2.5,nM,Cc1ccccc1-c1ccc2nc(N)c(C[C@@H](C)C(=O)NCC3CCCCC3)cc2c1,8.602059991327963,True
358,CHEMBL1077237,2.5,nM,CC(C)c1cccc(CNC[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCC[C@H](C(C)(C)N3CCCCC3=O)C2)c1,8.602059991327963,False
360,CHEMBL3652430,2.6,nM,COC1CCC2(CC1)Cc1ccc(-c3cc(F)cc(Cl)c3)cc1C21N=C(N)N(C)O1,8.585026652029182,True
361,CHEMBL4112809,2.6,nM,C[C@H]1C[C@]2(Cc3ccc(-c4cncnc4)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@@H](C)[C@@H]1O,8.585026652029182,True
362,CHEMBL3895159,2.6,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(C)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,8.585026652029182,True
364,CHEMBL3897052,2.6,nM,COC1CCC2(CC1)Cc1ccc(-c3ccc(F)c(C#N)c3)cc1C21N=C(N)N(C)C1=O,8.585026652029182,True
365,CHEMBL3975565,2.6,nM,COC1CCC2(CC1)Cc1ccc(-c3cncc(Cl)c3)cc1C21N=C(N)N(C)C1=O,8.585026652029182,True
366,CHEMBL1916158,2.6,nM,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccn3)CN2)C1=O,8.585026652029182,True
367,CHEMBL1916157,2.6,nM,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccc3)CN2)C1=O,8.585026652029182,True
369,CHEMBL1915991,2.6,nM,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@](NC(C)=O)(C(C)CC)C2=O)C1,8.585026652029182,True
372,CHEMBL1916166,2.7,nM,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3cccc(C(F)(F)F)c3)CN2)C1=O,8.568636235841012,False
373,CHEMBL4084381,2.7,nM,COc1cc(C#N)cc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,8.568636235841012,True
374,CHEMBL3947677,2.7,nM,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1ncc(C3=CCOCC3)cc12,8.568636235841012,True
378,CHEMBL4113868,2.7,nM,C[C@H]1C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC2(F)CCOCC2)C3=O)C[C@@H](C)[C@@H]1O,8.568636235841012,True
383,CHEMBL3953357,2.8,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(F)cc(F)c3)cc1[C@@]21N=C(C)C(N)=N1,8.55284196865778,True
384,CHEMBL3947870,2.8,nM,COC1CCC2(CC1)Cc1ccc(-c3cncc(C(F)(F)F)c3)cc1C21N=C(N)N(C)C1=O,8.55284196865778,True
387,CHEMBL4100832,2.9,nM,[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cc(C#N)cc(OC)c3)ccc1C[C@]21CC[C@@H](OC)CC1,8.537602002101044,True
389,CHEMBL3695733,2.9,nM,Cc1ccc(-c2cc(F)c3c(c2)[C@@]2(N=C(N)N(C)C2=O)c2cc(-c4cccc(Cl)c4)ccc2O3)cc1,8.537602002101044,True
391,CHEMBL2177917,2.92,nM,COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)nc1C,8.534617148551582,True
398,CHEMBL4483673,3.0,nM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(NC(=O)c3ccc(OC(F)F)cn3)ccc2F)CO1,8.522878745280337,True
399,CHEMBL3899000,3.0,nM,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(C3=CCCOC3)cc12,8.522878745280337,True
401,CHEMBL454795,3.0,nM,CCCCN1CC(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)[C@@H](CC)C1=O,8.522878745280337,True
404,CHEMBL3354706,3.0,nM,CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncc(C#N)c3)ccc1O2,8.522878745280337,True
405,CHEMBL3680863,3.0,nM,C[C@]1(c2cc(NC(=O)c3ccc(C(F)F)cn3)ccc2F)N=C(N)OC[C@@H]1F,8.522878745280337,True
406,CHEMBL3893463,3.0,nM,Cc1ccc(C(=O)Nc2ccc3c(c2)[C@@]2(CCOC(N)=N2)c2cc(C4=CCCOC4)ncc2O3)nc1,8.522878745280337,True
408,CHEMBL1210360,3.0,nM,CCOc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,8.522878745280337,False
409,CHEMBL1210359,3.0,nM,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N(c2ccccc2)S(C)(=O)=O)c1,8.522878745280337,True
411,CHEMBL414145,3.0,nM,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OC)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,8.522878745280337,True
412,CHEMBL3680898,3.0,nM,C[C@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)N=C(N)OC[C@@H]1OCC(F)(F)F,8.522878745280337,True
413,CHEMBL394270,3.0,nM,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1ccncc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,8.522878745280337,True
414,CHEMBL403727,3.0,nM,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccc3)CN2)c1,8.522878745280337,False
415,CHEMBL509210,3.0,nM,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)c1,8.522878745280337,True
416,CHEMBL3422243,3.0,nM,C[C@H]1SC(N)=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3cnn(C)c3)C[C@@H]12,8.522878745280337,True
418,CHEMBL401473,3.0,nM,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1,8.522878745280337,True
419,CHEMBL1916167,3.0,nM,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3cccc(C#N)c3)CN2)C1=O,8.522878745280337,True
420,CHEMBL1914607,3.0,nM,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](S(=O)(=O)Cc3ccc(F)cc3)CN2)C1=O,8.522878745280337,True
421,CHEMBL2031148,3.0,nM,CC(=O)N[C@@H](Cc1ccc(F)cc1)[C@H](O)CN[C@H]1C[C@]2(C[C@H](O)C2)Oc2ncc(CC(C)(C)C)cc21,8.522878745280337,True
423,CHEMBL231863,3.0,nM,CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1,8.522878745280337,False
425,CHEMBL3422237,3.0,nM,Cc1cc([C@H]2C[C@H]3CSC(N)=N[C@@]3(c3ccc(F)cc3F)CO2)on1,8.522878745280337,True
426,CHEMBL4112862,3.0,nM,CO[C@@H]1[C@@H](C)C[C@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(C2COC2)C3=O)C[C@H]1C,8.522878745280337,True
428,CHEMBL2443369,3.0,nM,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)N[C@@H](C)CN[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,8.522878745280337,False
429,CHEMBL3680892,3.0,nM,C[C@]1(F)COC(N)=N[C@]1(C)c1cc(NC(=O)c2ccc(Cl)cn2)ccc1F,8.522878745280337,True
430,CHEMBL3971150,3.1,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(C#N)cc(C(F)(F)F)c3)cc1[C@@]21N=C(C)C(N)=N1,8.508638306165727,True
432,CHEMBL1076905,3.1,nM,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,8.508638306165727,True
433,CHEMBL3354690,3.1,nM,CC(C)(C)CCc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,8.508638306165727,True
434,CHEMBL3984506,3.1,nM,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(C4=CCCOC4)ncc2O3)cn1,8.508638306165727,True
435,CHEMBL4587362,3.2,nM,C[C@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)SC[C@@H]1C1CCOCC1,8.494850021680094,True
436,CHEMBL4535964,3.2,nM,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)CCSC(N)=N1,8.494850021680094,True
437,CHEMBL3672698,3.2,nM,CC1=N[C@]2(N=C1N)c1cc(-c3cc(Cl)cc(C#N)c3)ccc1C[C@]21CC[C@@H](O)CC1,8.494850021680094,True
438,CHEMBL4463201,3.3,nM,C[C@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)SC[C@H]1c1ccccc1,8.481486060122112,True
439,CHEMBL411711,3.3,nM,CC(C)[C@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,8.481486060122112,False
440,CHEMBL3977126,3.3,nM,COC1CCC2(CC1)Cc1ccc(-c3cccnc3)cc1C21N=C(N)N(C)C1=O,8.481486060122112,True
441,CHEMBL3916726,3.3,nM,COc1cccc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1F,8.481486060122112,True
442,CHEMBL3894452,3.3,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(C#N)ccc3F)cc1[C@@]21N=C(C)C(N)=N1,8.481486060122112,True
444,CHEMBL4558124,3.4,nM,C[C@@]1(c2nc(NC(=O)c3ccc(C#N)cn3)ccc2F)C[C@@H](C(F)(F)F)OC(N)=N1,8.468521082957745,True
445,CHEMBL288713,3.4,nM,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cc(C(=O)O)cc(C(=O)O)c1,8.468521082957745,False
447,CHEMBL2177918,3.4,nM,COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1C#N,8.468521082957745,True
448,CHEMBL4072118,3.4,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1[C@@]21COC(N)=N1,8.468521082957745,True
449,CHEMBL3893067,3.4,nM,CC[C@@H]1C[C@@]2(Cc3ccc(C#N)cc3[C@]23N=C(N)N(CC(C)(C)F)C3=O)C[C@H](C)[C@H]1O,8.468521082957745,True
451,CHEMBL3652431,3.5,nM,COC1CCC2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1C21N=C(N)N(C)O1,8.455931955649724,True
452,CHEMBL3898181,3.5,nM,COC1CCC2(CC1)Cc1ccc(CCC3CC3)cc1C21N=C(N)N(CC2CCOC2)C1=O,8.455931955649724,True
454,CHEMBL4637358,3.5,nM,NC1=N[C@@]2(c3cc(NC(=O)c4cnc(OCF)cn4)ccc3F)COCC[C@H]2CC1(F)F,8.455931955649724,True
455,CHEMBL3967730,3.5,nM,COC1CCC2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(N)N(C)C1=O,8.455931955649724,True
457,CHEMBL2151244,3.6,nM,COc1ccc(C[C@H](NC(C)=O)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1F,8.443697499232712,True
458,CHEMBL3672732,3.6,nM,CO[C@H]1CC[C@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,8.443697499232712,True
460,CHEMBL2151152,3.6,nM,CC(=O)N[C@@H](Cc1ccccc1F)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,8.443697499232712,True
461,CHEMBL4279064,3.6,nM,NC1=N[C@@]2(CO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1cnc(C3CC3)cc12,8.443697499232712,True
462,CHEMBL1076901,3.6,nM,CC(C)[C@H](NC(=O)[C@H](C)C[C@H](O)[C@H](COCc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1,8.443697499232712,True
463,CHEMBL2151148,3.6,nM,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(-c3ccccn3)c(=O)n(C3CCCC3)c1)CC1(CCC1)O2,8.443697499232712,False
464,CHEMBL3937398,3.7,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1[C@@]21N=C(C)C(N)=N1,8.431798275933005,True
465,CHEMBL3939963,3.7,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC3CC3)cc1C21N=C(C)C(N)=N1,8.431798275933005,True
466,CHEMBL4460912,3.7,nM,NC1=N[C@](CF)(c2cc(NC(=O)c3cnc(Cl)cn3)ccc2F)[C@@H]2C[C@]2(C(F)F)S1,8.431798275933005,True
468,CHEMBL1821814,3.7,nM,Cc1ccccc1-c1ccc2nc(N)c(CC(C)C(=O)NCC3CCCCC3)cc2c1,8.431798275933005,True
469,CHEMBL4465534,3.8,nM,C[C@]1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)SCC12CCS(=O)(=O)CC2,8.42021640338319,True
471,CHEMBL3359748,3.8,nM,CC(C)(C)COc1cnc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cccnc3)ccc1O2,8.42021640338319,True
472,CHEMBL3903281,3.9,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(F)ccc3F)cc1[C@@]21N=C(C)C(N)=N1,8.4089353929735,True
473,CHEMBL183546,3.9,nM,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)c1nn[nH]n1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)Nc1cc(C(=O)O)cc(C(=O)O)c1,8.4089353929735,False
475,CHEMBL4211913,3.9,nM,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(C#N)cn3)cs2)CO1,8.4089353929735,True
476,CHEMBL3971363,3.9,nM,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Oc3ccccc3)cc1[C@]21N=C(N)N(C)C1=O,8.4089353929735,True
477,CHEMBL2177301,3.98,nM,CCn1cc(C2(c3cccc(-c4cncc(F)c4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,8.400116927926312,True
478,CHEMBL4084653,4.0,nM,COC[C@@H](C)NCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F,8.397940008672037,True
479,CHEMBL453413,4.0,nM,COC[C@H]1CCCN1C(=O)c1cc(OC)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2NCCN(Cc3ccccc3)C2=O)c1,8.397940008672037,True
480,CHEMBL3652433,4.0,nM,COC1CCC2(CC1)Cc1ccc(-c3cccc(C#N)c3)cc1C21N=C(N)N(C)C1=O,8.397940008672037,True
481,CHEMBL3981156,4.0,nM,C[C@H]1C[C@H]2CSC(N)=NC2(c2nc(NC(=O)c3nn(C(F)F)cc3Cl)cs2)CO1,8.397940008672037,True
